date,Silbergraben,Gera,Schmal,Kern,Vol,Out,In_tot,Vol_diff,Ungauged,In_calc,Vol_calc,out_calc,out_calc_fixed,Vol_calc_fixed
2009-06-25,0.216,0.13,0.005,0.133,15.3,0.889,0.67,13.81588016,0.122808,0.601808,15.2175959168,0.601808,0.601808,15.3025370496
2009-06-26,0.216,0.13,0.004,0.133,15.3,0.925,0.67,13.78985216,0.123165,0.602165,15.1897029728,0.602165,0.602165,15.3025370496
2009-06-27,0.216,0.12,0.004,0.163,15.3,0.918,0.63,13.7610032,0.133875,0.632875,15.1650681728,0.632875,0.632875,15.3025370496
2009-06-28,0.216,0.14,0.004,0.133,15.2,0.87,0.65,13.7382368,0.123165,0.612165,15.1427912288,1.76957240740742,1.76957240740742,15.2025370496
2009-06-29,0.202,0.13,0.004,0.133,15.2,0.867,0.61,13.71228656,0.118167,0.583167,15.1182680576,0.583167,0.583167,15.2025370496
2009-06-30,0.188,0.13,0.004,0.133,15.2,0.876,0.6,13.68465584,0.113169,0.564169,15.0913258592,0.564169,0.564169,15.2025370496
2009-07-01,0.188,0.12,0.004,0.113,15.2,0.968,0.56,13.64522288,0.106029,0.527029,15.0532259648,0.527029,0.527029,15.2025370496
2009-07-02,0.174,0.13,0.004,0.098,15.1,0.948,0.55,13.60674032,0.095676,0.497676,15.0143179712,1.6550834074074,1.6550834074074,15.1025370496
2009-07-03,0.174,0.12,0.004,0.098,15.1,0.991,0.52,13.5617648,0.095676,0.487676,14.9708307776,0.487676,0.487676,15.1025370496
2009-07-04,0.161,0.11,0.004,0.098,15,0.955,0.51,13.5191912,0.091035,0.460035,14.9280658016,1.6174424074074,1.6174424074074,15.0025370496
2009-07-05,0.161,0.11,0.004,0.098,15,0.948,0.51,13.47725264,0.091035,0.460035,14.8859056256,0.460035,0.460035,15.0025370496
2009-07-06,0.161,0.11,0.004,0.098,15,0.861,0.51,13.44320672,0.091035,0.460035,14.8512622496,0.460035,0.460035,15.0025370496
2009-07-07,0.161,0.12,0.004,0.098,14.9,0.945,0.52,13.40240432,0.091035,0.470035,14.8102252736,1.6274424074074,1.6274424074074,14.9025370496
2009-07-08,0.161,0.11,0.004,0.098,14.9,0.901,0.51,13.3647296,0.091035,0.460035,14.7721258976,0.460035,0.460035,14.9025370496
2009-07-09,0.149,0.11,0.004,0.098,14.9,0.84,0.51,13.3325888,0.086751,0.443751,14.737889984,0.443751,0.443751,14.9025370496
2009-07-10,0.161,0.11,0.004,0.088,14.9,0.828,0.49,13.29980864,0.087465,0.446465,14.70492536,0.446465,0.446465,14.9025370496
2009-07-11,0.174,0.13,0.005,0.113,14.8,0.792,0.57,13.2772064,0.100674,0.517674,14.6812235936,1.6750814074074,1.6750814074074,14.8025370496
2009-07-12,0.188,0.12,0.005,0.113,14.8,0.812,0.56,13.25192576,0.105672,0.526672,14.6565712544,0.526672,0.526672,14.8025370496
2009-07-13,0.174,0.11,0.005,0.098,14.8,0.781,0.53,13.22686544,0.095319,0.477319,14.630333216,0.477319,0.477319,14.8025370496
2009-07-14,0.174,0.11,0.005,0.098,14.8,0.884,0.53,13.19246096,0.095319,0.477319,14.5951959776,0.477319,0.477319,14.8025370496
2009-07-15,0.174,0.11,0.005,0.098,14.7,0.844,0.5,13.15909328,0.095319,0.477319,14.5635147392,1.63472640740742,1.63472640740742,14.7025370496
2009-07-16,0.161,0.1,0.005,0.098,14.7,0.878,0.48,13.12091312,0.090678,0.449678,14.5265077184,0.449678,0.449678,14.7025370496
2009-07-17,0.161,0.1,0.005,0.098,14.7,0.864,0.48,13.08400304,0.090678,0.449678,14.4907102976,0.449678,0.449678,14.7025370496
2009-07-18,0.174,0.11,0.005,0.098,14.6,0.864,0.55,13.05314096,0.095319,0.477319,14.4573010592,1.6347264074074,1.6347264074074,14.6025370496
2009-07-19,0.161,0.11,0.005,0.098,14.6,0.852,0.49,13.01818352,0.090678,0.459678,14.4234044384,0.459678,0.459678,14.6025370496
2009-07-20,0.161,0.11,0.005,0.098,14.6,0.765,0.5,12.99198272,0.090678,0.459678,14.3970246176,0.459678,0.459678,14.6025370496
2009-07-21,0.161,0.1,0.005,0.098,14.6,0.837,0.49,12.95838608,0.090678,0.449678,14.3635599968,0.449678,0.449678,14.6025370496
2009-07-22,0.202,0.1,0.007,0.163,14.5,0.96,0.68,12.93004688,0.127806,0.592806,14.3318344352,1.7502134074074,1.7502134074074,14.5025370496
2009-07-23,0.188,0.1,0.005,0.133,14.5,0.893,0.54,12.89568992,0.112812,0.533812,14.300800592,0.533812,0.533812,14.5025370496
2009-07-24,0.357,0.24,0.005,0.313,14.5,0.829,1.21,12.92502704,0.237405,1.147405,14.328310784,1.147405,1.147405,14.5025370496
2009-07-25,0.337,0.27,0.005,0.313,14.5,0.802,1.15,12.9516296,0.230265,1.150265,14.35840088,1.150265,1.150265,14.5025370496
2009-07-26,0.337,0.25,0.005,0.283,14.5,0.836,1.1,12.97082768,0.219555,1.089555,14.380308032,1.089555,1.089555,14.5025370496
2009-07-27,0.318,0.25,0.005,0.283,14.6,0.764,1.07,12.9939656,0.212772,1.063772,14.4062083328,-0.0936354074074035,0.1,14.5858069504
2009-07-28,0.281,0.24,0.005,0.283,14.6,0.832,1.03,13.00747856,0.199563,1.003563,14.421031376,1.003563,0.995912163520894,14.5864679826718
2009-07-29,0.281,0.2,0.005,0.253,14.6,0.874,0.94,13.00940528,0.188853,0.922853,14.4252522752,0.922853,0.915885568012035,14.5870699687956
2009-07-30,0.264,0.18,0.005,0.223,14.6,0.892,0.85,13.00192304,0.172074,0.839074,14.4206794688,0.839074,0.832815958978003,14.5876106635399
2009-07-31,0.248,0.16,0.005,0.223,14.6,0.872,0.82,12.9936632,0.166362,0.797362,14.4142307456,0.797362,0.791457151496086,14.5881208424506
2009-08-01,0.216,0.14,0.005,0.193,14.6,0.804,0.75,12.98552432,0.144228,0.693228,14.4046600448,0.693228,0.68820489654974,14.5885548385887
2009-08-02,0.216,0.13,0.005,0.193,14.5,0.851,0.72,12.9705296,0.144228,0.683228,14.390164544,1.8406354074074,1.8258967374178,14.4898282596758
2009-08-03,0.202,0.13,0.005,0.163,14.5,0.835,0.687,12.9541352,0.12852,0.62352,14.371892672,0.62352,0.619087142619229,14.4902112585535
2009-08-04,0.202,0.11,0.005,0.163,14.5,0.854,0.65,12.93282032,0.12852,0.60352,14.3502512,0.60352,0.599256490777113,14.4905796257504
2009-08-05,0.188,0.11,0.005,0.163,14.5,0.891,0.61,12.9046928,0.123522,0.584522,14.3237715008,0.584522,0.580419354592287,14.4909340943136
2009-08-06,0.174,0.1,0.005,0.133,14.4,0.91,0.6,12.8739776,0.107814,0.514814,14.2896274304,1.6722214074074,1.65890876745089,14.3920843064058
2009-08-07,0.174,0.09,0.007,0.113,14.4,0.963,0.53,12.83240624,0.09996,0.47696,14.2476335744,0.47696,0.473768125920203,14.3923600843263
2009-08-08,0.161,0.09,0.007,0.113,14.4,0.925,0.52,12.79341824,0.095319,0.459319,14.207398736,0.459319,0.456276499462864,14.3926229563727
2009-08-09,0.161,0.09,0.007,0.113,14.3,0.898,0.52,12.75687968,0.095319,0.459319,14.1694966976,1.6167264074074,1.60388366625198,14.2937325692086
2009-08-10,0.161,0.09,0.005,0.113,14.3,0.872,0.49,12.72010784,0.096033,0.460033,14.1339027488,0.460033,0.456984453733628,14.293995963606
2009-08-11,0.161,0.09,0.007,0.113,14.3,0.883,0.48,12.68147408,0.095319,0.459319,14.0972967104,0.459319,0.456276499462864,14.2942588356524
2009-08-12,0.161,0.09,0.005,0.113,14.2,0.852,0.48,12.64565264,0.096033,0.460033,14.0634307616,1.61744040740742,1.60459162052277,14.1953689708392
2009-08-13,0.161,0.09,0.007,0.113,14.2,0.871,0.52,12.61156352,0.095319,0.459319,14.0278615232,0.459319,0.456276499462864,14.1956318428856
2009-08-14,0.149,0.08,0.005,0.098,14.2,0.848,0.47,12.57524096,0.086394,0.413394,13.9903115648,0.413394,0.410740365170406,14.1958611169349
2009-08-15,0.137,0.08,0.005,0.098,14.1,0.853,0.46,12.5376008,0.08211,0.39711,13.9509226688,1.5545174074074,1.54220141522967,14.0969252186591
2009-08-16,0.137,0.08,0.005,0.088,14.1,0.857,0.44,12.49786976,0.07854,0.38354,13.9100157248,0.38354,0.381139151165679,14.0971326519983
2009-08-17,0.137,0.08,0.005,0.088,14,0.833,0.44,12.460316,0.07854,0.38354,13.8711823808,1.5409474074074,1.5287463179548,13.998186826127
2009-08-18,0.137,0.08,0.003,0.088,14,0.929,0.43,12.41318912,0.079254,0.384254,13.8241163264,0.384254,0.381847105436443,13.9983947818173
2009-08-19,0.126,0.08,0.003,0.081,14,0.925,0.43,12.36642512,0.072828,0.359828,13.7752854656,0.359828,0.357627930341666,13.9985848678358
2009-08-20,0.126,0.08,0.004,0.081,13.9,0.993,0.4,12.31090016,0.072471,0.359471,13.72054856,1.5168784074074,1.5048811199954,13.8996214334682
2009-08-21,0.161,0.07,0.003,0.088,13.8,0.986,0.38,12.25428224,0.087822,0.406822,13.6705075808,1.5642294074074,1.5518311797642,13.8006926403366
2009-08-22,0.137,0.08,0.004,0.081,13.8,0.871,0.4,12.20982512,0.076398,0.374398,13.627601168,0.374398,0.372074560208648,13.8008933855346
2009-08-23,0.126,0.07,0.003,0.081,13.8,0.749,0.39,12.17557184,0.072828,0.349828,13.5931127072,0.349828,0.347712604420608,13.8010761557126
2009-08-24,0.126,0.07,0.003,0.081,13.7,0.84,0.39,12.13306304,0.072828,0.349828,13.5507618464,1.50723540740742,1.49531977120975,13.7021056666801
2009-08-25,0.126,0.12,0.003,0.081,13.7,0.85,0.43,12.09310304,0.072828,0.399828,13.5118669856,0.399828,0.397289234025898,13.7023250160603
2009-08-26,0.126,0.11,0.003,0.081,13.7,0.881,0.42,12.04946672,0.072828,0.389828,13.4694297248,0.389828,0.38737390810484,13.7025370496
2009-08-27,0.116,0.11,0.003,0.081,13.6,0.884,0.42,12.00555824,0.069258,0.376258,13.425560816,1.5336654074074,1.5336654074074,13.6025370496
2009-08-28,0.116,0.11,0.003,0.081,13.6,0.878,0.41,11.96133008,0.069258,0.376258,13.3822103072,0.376258,0.376258,13.6025370496
2009-08-29,0.116,0.1,0.003,0.081,13.5,0.866,0.4,11.91732656,0.069258,0.366258,13.3390325984,1.5236654074074,1.5236654074074,13.5025370496
2009-08-30,0.116,0.1,0.003,0.074,13.5,0.867,0.4,11.87323232,0.066759,0.356759,13.294947776,0.356759,0.356759,13.5025370496
2009-08-31,0.106,0.1,0.003,0.074,13.4,0.789,0.38,11.83448624,0.063189,0.343189,13.2564297056,1.5005964074074,1.5005964074074,13.4025370496
2009-09-01,0.106,0.1,0.003,0.074,13.4,0.888,0.38,11.78675888,0.063189,0.343189,13.2093580352,0.343189,0.343189,13.4025370496
2009-09-02,0.116,0.1,0.003,0.074,13.3,0.879,0.38,11.739848,0.066759,0.356759,13.1642364128,1.5141664074074,1.5141664074074,13.3025370496
2009-09-03,0.116,0.09,0.003,0.081,13.3,0.915,0.37,11.6888072,0.069258,0.356258,13.115961104,0.356258,0.356258,13.3025370496
2009-09-04,0.126,0.12,0.003,0.081,13.3,0.84,0.42,11.6488904,0.072828,0.399828,13.0779302432,0.399828,0.399828,13.3025370496
2009-09-05,0.149,0.18,0.005,0.088,13.2,0.817,0.65,11.63093216,0.082824,0.499824,13.0505262368,1.65723140740742,1.65723140740742,13.2025370496
2009-09-06,0.126,0.13,0.005,0.081,13.2,0.777,0.45,11.59932272,0.072114,0.409114,13.0187408864,0.409114,0.409114,13.2025370496
2009-09-07,0.126,0.12,0.003,0.081,13.2,0.781,0.43,11.5656224,0.072828,0.399828,12.9858076256,0.399828,0.399828,13.2025370496
2009-09-08,0.126,0.11,0.003,0.074,13.1,0.82,0.41,11.526656,0.070329,0.380329,12.9478200512,1.5377364074074,1.5377364074074,13.1025370496
2009-09-09,0.106,0.1,0.003,0.074,13.1,0.852,0.4,11.48392256,0.063189,0.343189,12.9038587808,0.343189,0.343189,13.1025370496
2009-09-10,0.106,0.11,0.003,0.074,13,0.886,0.39,11.43724064,0.063189,0.353189,12.8578239104,1.5105964074074,1.5105964074074,13.0025370496
2009-09-11,0.106,0.11,0.003,0.074,13,0.837,0.39,11.395004,0.063189,0.353189,12.81602264,0.353189,0.353189,13.0025370496
2009-09-12,0.106,0.1,0.003,0.067,13,0.802,0.36,11.35335056,0.06069,0.33369,12.775560656,0.33369,0.33369,13.0025370496
2009-09-13,0.106,0.1,0.003,0.067,12.9,0.787,0.36,11.31305792,0.06069,0.33369,12.736394672,1.4910974074074,1.4910974074074,12.9025370496
2009-09-14,0.137,0.11,0.004,0.088,12.9,0.781,0.42,11.2784936,0.078897,0.413897,12.7046769728,0.413897,0.413897,12.9025370496
2009-09-15,0.299,0.57,0.005,0.283,12.9,0.849,1.4,11.32243232,0.205989,1.357989,12.7486536224,1.357989,1.357989,12.9025370496
2009-09-16,0.248,0.31,0.005,0.193,12.9,0.767,0.94,11.33406608,0.155652,0.906652,12.7607195552,0.906652,0.906652,12.9025370496
2009-09-17,0.232,0.27,0.005,0.133,13,0.732,0.85,11.34109904,0.12852,0.76352,12.7634428832,-0.393887407407403,0.1,12.9598651776
2009-09-18,0.202,0.22,0.005,0.133,12.9,0.829,0.73,11.32896416,0.11781,0.67281,12.7499480672,1.8302174074074,1.79082494829873,12.863268686067
2009-09-19,0.188,0.2,0.005,0.113,12.9,0.841,0.68,11.31142064,0.105672,0.606672,12.729702128,0.606672,0.59513642305108,12.8642653599154
2009-09-20,0.188,0.19,0.005,0.113,12.9,0.843,0.66,11.29196768,0.105672,0.596672,12.7084193888,0.596672,0.585364096515351,12.8652423627765
2009-09-21,0.174,0.18,0.005,0.113,12.9,0.841,0.6,11.26751216,0.100674,0.567674,12.6848040224,0.567674,0.557026304027045,12.8661623237085
2009-09-22,0.161,0.18,0.005,0.098,12.9,0.823,0.58,11.2429616,0.090678,0.529678,12.6594610016,0.529678,0.51989537212189,12.8670075427572
2009-09-23,0.161,0.16,0.005,0.098,12.9,0.819,0.56,11.21704592,0.090678,0.509678,12.6327355808,0.509678,0.500350719050432,12.8678134198312
2009-09-24,0.149,0.14,0.005,0.098,12.8,0.859,0.53,11.18490944,0.086394,0.473394,12.5994192224,1.6308014074074,1.59594912145384,12.7708246573376
2009-09-25,0.149,0.13,0.005,0.098,12.8,0.865,0.51,11.15050064,0.086394,0.463394,12.564720464,0.463394,0.455120482912465,12.771539489214
2009-09-26,0.137,0.13,0.005,0.088,12.8,0.795,0.51,11.12244224,0.07854,0.43354,12.53349032,0.43354,0.4259461792727,12.7721955953248
2009-09-27,0.137,0.12,0.005,0.088,12.7,0.777,0.48,11.0934248,0.07854,0.42354,12.502951376,1.58094740740742,1.54723016474264,12.675108765091
2009-09-28,0.137,0.11,0.004,0.088,12.7,0.789,0.47,11.06245472,0.078897,0.413897,12.4705424768,0.413897,0.406750398258568,12.6757262314815
2009-09-29,0.137,0.12,0.004,0.088,12.7,0.841,0.48,11.0276312,0.078897,0.423897,12.4345047776,0.423897,0.416522724794296,12.6763633688593
2009-09-30,0.137,0.12,0.004,0.088,12.6,0.829,0.48,10.99389632,0.078897,0.423897,12.3995038784,1.5813044074074,1.54757903679995,12.5792772408798
2009-10-01,0.137,0.12,0.004,0.088,12.6,0.849,0.48,10.95834704,0.078897,0.423897,12.3627749792,0.423897,0.416522724794296,12.5799143782575
2009-10-02,0.137,0.11,0.004,0.088,12.6,0.803,0.47,10.92610688,0.078897,0.413897,12.32915648,0.413897,0.406750398258568,12.580531844648
2009-10-03,0.137,0.12,0.003,0.088,12.5,0.792,0.47,10.89486464,0.079254,0.424254,12.2973832256,1.5816614074074,1.54792790885727,12.4834464189227
2009-10-04,0.137,0.1,0.004,0.088,12.5,0.757,0.45,10.8650696,0.078897,0.403897,12.2668751264,0.403897,0.396978071722839,12.4840442143259
2009-10-05,0.137,0.1,0.003,0.081,12.5,0.775,0.42,10.8310496,0.076755,0.394755,12.2340219584,0.394755,0.388044210803875,12.4846240265124
2009-10-06,0.149,0.13,0.003,0.098,12.4,0.854,0.49,10.79591072,0.087108,0.464108,12.2003352896,1.6215154074074,1.58687453903276,12.38761699754
2009-10-07,0.174,0.19,0.005,0.098,12.4,0.857,0.62,10.77173168,0.095319,0.557319,12.1744428512,0.557319,0.546907059899298,12.3885165891647
2009-10-08,0.149,0.12,0.005,0.088,12.4,0.831,0.5,10.73954336,0.082824,0.439824,12.1406452448,0.439824,0.432087109267752,12.389185056524
2009-10-09,0.137,0.12,0.005,0.088,12.3,0.834,0.48,10.70535488,0.07854,0.42354,12.1051815008,1.5809474074074,1.54723016474262,12.2920982262902
2009-10-10,0.137,0.12,0.005,0.081,12.3,0.811,0.48,10.67325296,0.076041,0.414041,12.0708842432,0.414041,0.406891119760682,12.2927159759429
2009-10-11,0.149,0.12,0.007,0.088,12.3,0.835,0.5,10.64070176,0.08211,0.43911,12.0366793472,0.43911,0.431389365153101,12.2933830387936
2009-10-12,0.202,0.25,0.005,0.133,12.3,0.769,0.75,10.63573808,0.11781,0.70281,12.0309605312,0.70281,0.68908561590027,12.2945688255799
2009-10-13,0.188,0.24,0.005,0.098,12.3,0.771,0.7,10.62627296,0.100317,0.626317,12.01845992,0.626317,0.61433415853052,12.2956041430828
2009-10-14,0.188,0.24,0.005,0.098,12.3,0.776,0.7,10.61635424,0.100317,0.626317,12.0055273088,0.626317,0.61433415853052,12.2966394605858
2009-10-15,0.188,0.22,0.004,0.098,12.2,0.78,0.68,10.60434464,0.100674,0.606674,11.9905519424,1.76408140740742,1.72619468952206,12.1999128730111
2009-10-16,0.202,0.22,0.005,0.113,12.2,0.779,0.69,10.59328976,0.11067,0.64567,11.9790322304,0.64567,0.633246542075116,12.2009862597758
2009-10-17,0.264,0.27,0.005,0.193,12.2,0.784,0.9,10.59992528,0.161364,0.888364,11.98804928,0.888364,0.870415043701333,12.2025370496
2009-10-18,0.299,0.42,0.007,0.253,12.3,0.757,1.21,10.63579424,0.194565,1.166565,12.023435696,0.00915759259257598,0.1,12.2946882656
2009-10-19,0.318,0.54,0.007,0.253,12.3,0.738,1.36,10.68634688,0.201348,1.312348,12.0730593632,1.312348,1.30752966590842,12.2951045696655
2009-10-20,0.318,0.39,0.007,0.253,12.3,0.821,1.21,10.71640976,0.201348,1.162348,12.1025518304,1.162348,1.15812582321123,12.2954693657401
2009-10-21,0.299,0.36,0.007,0.253,12.4,0.801,1.18,10.74569504,0.194565,1.106565,12.1289526464,-0.0508424074074034,0.1,12.3824365817401
2009-10-22,0.281,0.45,0.007,0.253,12.4,0.804,1.24,10.77989216,0.188139,1.172139,12.160759856,1.172139,1.16101215346521,12.3833979412807
2009-10-23,0.281,0.45,0.007,0.253,12.4,0.824,1.22,10.81054688,0.188139,1.172139,12.1908390656,1.172139,1.16101215346521,12.3843593008213
2009-10-24,0.264,0.36,0.005,0.223,12.4,0.827,1.07,10.82796944,0.172074,1.019074,12.2074342592,1.019074,1.00953568887419,12.3851834109025
2009-10-25,0.248,0.31,0.005,0.223,12.4,0.824,0.97,10.83702416,0.166362,0.947362,12.218092736,0.947362,0.938567928584438,12.3859432186728
2009-10-26,0.096,0.29,0.005,0.193,12.5,0.785,0.92,10.84529696,0.101388,0.680388,12.2090542592,-0.477019407407403,0.1,12.4360887418728
2009-10-27,0.232,0.31,0.005,0.193,12.5,0.822,0.94,10.85194112,0.14994,0.88494,12.2144922752,0.88494,0.857190991408267,12.4384862562152
2009-10-28,0.216,0.29,0.004,0.193,12.5,0.828,0.88,10.85285696,0.144585,0.843585,12.2158388192,0.843585,0.817297963342824,12.4407574561824
2009-10-29,0.216,0.27,0.004,0.193,12.5,0.803,0.86,10.8543128,0.144585,0.823585,12.2176173632,0.823585,0.798004998494345,12.4429675683124
2009-10-30,0.202,0.25,0.004,0.163,12.5,0.795,0.82,10.8530384,0.128877,0.743877,12.213200336,0.743877,0.721114816387216,12.4449342209766
2009-10-31,0.202,0.24,0.004,0.163,12.5,0.798,0.78,10.84803584,0.128877,0.733877,12.2076601088,0.733877,0.711468333962976,12.4468703297222
2009-11-01,0.188,0.2,0.004,0.163,12.4,0.756,0.74,10.84338752,0.123879,0.674879,12.2006512544,1.8322864074074,1.77104703828048,12.3521614112148
2009-11-02,0.202,0.2,0.004,0.193,12.4,0.711,0.77,10.8454136,0.139587,0.734587,12.2026891712,0.734587,0.712153234215097,12.3540996885786
2009-11-03,0.216,0.29,0.004,0.223,12.4,0.789,0.92,10.85332352,0.155295,0.884295,12.2109226592,0.884295,0.856568793291904,12.3564952328381
2009-11-04,0.299,0.227,0.005,0.313,12.5,0.793,0.9,10.85914256,0.216699,1.055699,12.2336198528,-0.101708407407404,0.1,12.4390676264381
2009-11-05,0.399,0.46,0.007,0.373,12.5,0.782,1.53,10.92039152,0.273105,1.505105,12.2960961248,1.505105,1.44395690060842,12.4443508222256
2009-11-06,0.421,0.42,0.009,0.403,12.6,0.824,1.56,10.98042224,0.290955,1.534955,12.3575226368,0.377547592592597,0.365469130287114,12.5453944013688
2009-11-07,0.399,0.75,0.009,0.433,12.6,0.797,1.89,11.0714144,0.293811,1.875811,12.4507319072,1.875811,1.79853032166731,12.5520714519767
2009-11-08,0.378,0.66,0.009,0.403,12.7,0.816,1.78,11.15117888,0.275604,1.716604,12.5285440928,0.559196592592597,0.539213033439276,12.6537980314876
2009-11-09,0.399,0.72,0.007,0.403,12.8,0.767,1.84,11.24057264,0.283815,1.805815,12.6182977088,0.648407592592576,0.62454170215809,12.7558600444211
2009-11-10,0.399,0.78,0.009,0.403,12.9,0.846,1.9,11.32798352,0.283101,1.865101,12.7063480352,0.707693592592597,0.68124766278701,12.8581449727563
2009-11-11,0.399,0.81,0.009,0.433,13,0.752,1.93,11.42651408,0.293811,1.935811,12.8086293056,0.778403592592597,0.748880467767436,12.9606957707412
2009-11-12,0.399,0.75,0.009,0.433,13.1,0.787,1.87,11.51668544,0.293811,1.875811,12.902702576,0.718403592592597,0.691491579366566,13.0630209686839
2009-11-13,0.378,0.78,0.009,0.403,13.2,0.818,1.9,11.60663648,0.275604,1.836604,12.9907099616,0.679196592592596,0.653990810241017,13.1651987482791
2009-11-14,0.378,0.78,0.009,0.403,13.2,0.793,1.87,11.69626352,0.275604,1.836604,13.0808773472,1.836604,1.76102955254176,13.1717283805395
2009-11-15,0.337,0.72,0.007,0.373,13.3,0.785,1.74,11.77538432,0.250971,1.680971,13.1582892416,0.523563592592576,0.505130729099452,13.2733209799453
2009-11-16,0.357,0.66,0.007,0.373,13.4,0.773,1.62,11.84522576,0.258111,1.648111,13.233898832,0.490703592592597,0.473700747885262,13.374790025728
2009-11-17,0.378,0.69,0.007,0.403,13.5,0.804,1.65,11.91484688,0.276318,1.747318,13.3154015072,0.589910592592597,0.568590405411681,13.4766320899004
2009-11-18,0.399,0.75,0.007,0.403,13.6,0.785,1.83,12.00174368,0.283815,1.835815,13.4061919232,0.678407592592597,0.65544369177954,13.5786161709307
2009-11-19,0.421,0.88,0.009,0.403,13.6,0.822,1.98,12.09824384,0.290955,1.994955,13.5075352352,1.994955,1.91972161921024,13.5851163350309
2009-11-20,0.399,0.66,0.009,0.403,13.7,0.831,1.74,12.17319152,0.283101,1.745101,13.5865135616,0.587693592592597,0.568331213137547,13.6867892446158
2009-11-21,0.399,0.72,0.009,0.403,13.8,0.821,1.8,12.2542304,0.283101,1.805101,13.671539888,0.647693592592576,0.629352487318115,13.7883739161116
2009-11-22,0.378,0.66,0.009,0.403,13.9,0.785,1.71,12.3307592,0.275604,1.716604,13.7520304736,0.559196592592597,0.543819065522127,13.8897025344505
2009-11-23,0.357,0.6,0.007,0.403,13.9,0.769,1.62,12.40096352,0.268821,1.628821,13.826319008,1.628821,1.57762400356614,13.8941259549423
2009-11-24,0.399,0.98,0.009,0.463,14,0.809,2.07,12.50641904,0.304521,2.146521,13.9418808224,0.989113592592596,0.959339050360867,13.9966984753912
2009-11-25,0.444,0.94,0.009,0.433,14.2,0.794,2.11,12.61669136,0.309876,2.126876,14.0570413088,-0.187938814814807,0.1,14.1718205617912
2009-11-26,0.468,1.05,0.009,0.433,14.3,0.856,2.3,12.73775504,0.318444,2.269444,14.1791628704,1.11203659259258,1.09480286461597,14.2733095558883
2009-11-27,0.468,1.16,0.009,0.463,14.4,0.822,2.41,12.8714072,0.329154,2.420154,14.317243376,1.2627465925926,1.24294646023658,14.3750202873239
2009-11-28,0.468,1.012,0.009,0.463,14.6,0.781,2.22,12.99236288,0.329154,2.272154,14.4460790816,-0.0426608148148069,0.1,14.5626943929239
2009-11-29,0.444,0.88,0.009,0.463,14.7,0.821,2.09,13.09845776,0.320586,2.107586,14.557240112,0.950178592592597,0.932330594881613,14.6642364599261
2009-11-30,0.444,0.94,0.009,0.463,14.8,0.805,2.06,13.20341216,0.320586,2.167586,14.6749675424,1.01017859259258,0.991071000871593,14.7658873558508
2009-12-01,0.421,1.08,0.009,0.493,14.9,1.175,2.34,13.29899216,0.323085,2.317085,14.7736436864,1.1596775925926,1.1374315334566,14.8678094153602
2009-12-02,0.421,1.05,0.009,0.493,15,1.206,2.26,13.38484784,0.323085,2.287085,14.8670494304,1.1296775925926,1.1080613304616,14.9696770604083
2009-12-03,0.399,0.94,0.012,0.493,15.1,1.16,2.19,13.46882864,0.31416,2.14616,14.9522536544,0.988752592592597,0.970094801892584,15.0712890935248
2009-12-04,0.399,1.12,0.012,0.493,15.2,1.193,2.34,13.56277568,0.31416,2.32616,15.0501586784,1.1687525925926,1.14631601986259,15.1732276134086
2009-12-05,0.399,0.94,0.009,0.463,15.3,1.21,2.1,13.63444448,0.304521,2.106521,15.1276180928,0.949113592592576,0.938385776244711,15.2741544967411
2009-12-06,0.421,1.05,0.009,0.463,15.4,1.247,2.23,13.71398864,0.312375,2.246375,15.2139640928,1.0889675925926,1.07647284183148,15.3752340432069
2009-12-07,0.492,1.05,0.009,0.493,15.4,1.237,2.34,13.803944,0.348432,2.383432,15.3130158176,2.383432,2.35458281026551,15.3777266131999
2009-12-08,0.579,1.4,0.012,0.553,15.6,1.168,2.88,13.94681504,0.39984,2.93184,15.4654115936,0.617025185185193,0.610493018838695,15.5782909923723
2009-12-09,0.579,0.75,0.012,0.553,15.7,1.166,2.28,14.03802752,0.39984,2.28184,15.5618201696,1.1244325925926,1.11148977220911,15.6794092520534
2009-12-10,0.626,0.69,0.012,0.553,15.7,1.129,2.13,14.11963664,0.416619,2.285619,15.6617520512,2.285619,2.25800559298008,15.6817950504199
2009-12-11,0.893,0.33,0.014,0.743,15.8,1.127,2.54,14.2368512,0.579054,2.545054,15.7842719168,1.38764659259258,1.37137829081671,15.7832006316933
2009-12-12,0.893,0.2,0.018,0.823,15.9,1.191,2.67,14.35949168,0.606186,2.522186,15.8992863872,1.3647785925926,1.34879920823176,15.8845812505021
2009-12-13,0.78,0.19,0.018,0.783,16,1.253,2.45,14.45749952,0.551565,2.304565,15.9901416032,1.1471575925926,1.13392766147548,15.9857243165506
2009-12-14,0.675,0.19,0.014,0.673,16.1,1.194,2.12,14.53234784,0.476238,2.014238,16.0610101664,0.856830592592576,0.847268692188899,16.0865504647455
2009-12-15,0.579,0.18,0.012,0.613,16.2,1.18,1.86,14.58600224,0.42126,1.79326,16.1139958304,0.635852592592617,0.62908255822618,16.1871353957148
2009-12-16,0.468,0.19,0.012,0.553,16.2,1.157,1.66,14.6244632,0.360213,1.571213,16.1497838336,1.571213,1.55262549532421,16.1887413561188
2009-12-17,0.421,0.18,0.009,0.523,16.3,1.096,1.5,14.65463408,0.333795,1.457795,16.1810429216,0.300387592592576,0.297855868556502,16.2889600970755
