Hoehe [mNN],Inhalt [Mio m³],Hoehe [mNN],Flaeche [m²],Flaeche [ha]
477.82,0.038,477.82,28865,2.89
477.83,0.038,477.83,28964,2.9
477.84,0.039,477.84,29063,2.91
477.85,0.039,477.85,29162,2.92
477.86,0.039,477.86,29262,2.93
477.87,0.04,477.87,29361,2.94
477.88,0.04,477.88,29460,2.95
477.89,0.04,477.89,29559,2.96
477.9,0.04,477.9,29659,2.97
477.91,0.041,477.91,29758,2.98
477.92,0.041,477.92,29857,2.99
477.93,0.041,477.93,29957,3
477.94,0.041,477.94,30056,3.01
477.95,0.042,477.95,30155,3.02
477.96,0.042,477.96,30254,3.03
477.97,0.042,477.97,30354,3.04
477.98,0.042,477.98,30453,3.05
477.99,0.043,477.99,30552,3.06
478,0.043,478,30651,3.07
478.01,0.043,478.01,30751,3.08
478.02,0.044,478.02,30850,3.09
478.03,0.044,478.03,30949,3.09
478.04,0.044,478.04,31049,3.1
478.05,0.044,478.05,31148,3.11
478.06,0.045,478.06,31247,3.12
478.07,0.045,478.07,31346,3.13
478.08,0.045,478.08,31446,3.14
478.09,0.046,478.09,31545,3.15
478.1,0.046,478.1,31644,3.16
478.11,0.046,478.11,31743,3.17
478.12,0.046,478.12,31843,3.18
478.13,0.047,478.13,31942,3.19
478.14,0.047,478.14,32041,3.2
478.15,0.047,478.15,32141,3.21
478.16,0.048,478.16,32240,3.22
478.17,0.048,478.17,32339,3.23
478.18,0.048,478.18,32438,3.24
478.19,0.048,478.19,32538,3.25
478.2,0.049,478.2,32637,3.26
478.21,0.049,478.21,32736,3.27
478.22,0.049,478.22,32835,3.28
478.23,0.05,478.23,32935,3.29
478.24,0.05,478.24,33034,3.3
478.25,0.05,478.25,33133,3.31
478.26,0.051,478.26,33233,3.32
478.27,0.051,478.27,33332,3.33
478.28,0.051,478.28,33431,3.34
478.29,0.051,478.29,33530,3.35
478.3,0.052,478.3,33630,3.36
478.31,0.052,478.31,33729,3.37
478.32,0.052,478.32,33828,3.38
478.33,0.053,478.33,33927,3.39
478.34,0.053,478.34,34027,3.4
478.35,0.053,478.35,34126,3.41
478.36,0.054,478.36,34225,3.42
478.37,0.054,478.37,34325,3.43
478.38,0.054,478.38,34424,3.44
478.39,0.055,478.39,34523,3.45
478.4,0.055,478.4,34622,3.46
478.41,0.055,478.41,34722,3.47
478.42,0.055,478.42,34821,3.48
478.43,0.056,478.43,34920,3.49
478.44,0.056,478.44,35019,3.5
478.45,0.056,478.45,35119,3.51
478.46,0.057,478.46,35218,3.52
478.47,0.057,478.47,35317,3.53
478.48,0.057,478.48,35417,3.54
478.49,0.058,478.49,35516,3.55
478.5,0.058,478.5,35615,3.56
478.51,0.058,478.51,35714,3.57
478.52,0.059,478.52,35814,3.58
478.53,0.059,478.53,35913,3.59
478.54,0.059,478.54,36012,3.6
478.55,0.06,478.55,36111,3.61
478.56,0.06,478.56,36211,3.62
478.57,0.06,478.57,36310,3.63
478.58,0.061,478.58,36409,3.64
478.59,0.061,478.59,36509,3.65
478.6,0.061,478.6,36608,3.66
478.61,0.062,478.61,36707,3.67
478.62,0.062,478.62,36806,3.68
478.63,0.062,478.63,36906,3.69
478.64,0.063,478.64,37005,3.7
478.65,0.063,478.65,37104,3.71
478.66,0.063,478.66,37203,3.72
478.67,0.064,478.67,37303,3.73
478.68,0.064,478.68,37402,3.74
478.69,0.064,478.69,37501,3.75
478.7,0.065,478.7,37601,3.76
478.71,0.065,478.71,37700,3.77
478.72,0.065,478.72,37799,3.78
478.73,0.066,478.73,37898,3.79
478.74,0.066,478.74,37998,3.8
478.75,0.066,478.75,38097,3.81
478.76,0.067,478.76,38196,3.82
478.77,0.067,478.77,38295,3.83
478.78,0.067,478.78,38395,3.84
478.79,0.068,478.79,38494,3.85
478.8,0.068,478.8,38593,3.86
478.81,0.068,478.81,38693,3.87
478.82,0.069,478.82,38792,3.88
478.83,0.069,478.83,38891,3.89
478.84,0.07,478.84,38990,3.9
478.85,0.07,478.85,39090,3.91
478.86,0.07,478.86,39189,3.92
478.87,0.071,478.87,39288,3.93
478.88,0.071,478.88,39387,3.94
478.89,0.071,478.89,39487,3.95
478.9,0.072,478.9,39586,3.96
478.91,0.072,478.91,39685,3.97
478.92,0.072,478.92,39785,3.98
478.93,0.073,478.93,39884,3.99
478.94,0.073,478.94,39983,4
478.95,0.073,478.95,40082,4.01
478.96,0.074,478.96,40182,4.02
478.97,0.074,478.97,40281,4.03
478.98,0.075,478.98,40380,4.04
478.99,0.075,478.99,40479,4.05
479,0.075,479,40579,4.06
479.01,0.076,479.01,40678,4.07
479.02,0.076,479.02,40777,4.08
479.03,0.076,479.03,40877,4.09
479.04,0.077,479.04,40976,4.1
479.05,0.077,479.05,41075,4.11
479.06,0.078,479.06,41174,4.12
479.07,0.078,479.07,41274,4.13
479.08,0.078,479.08,41373,4.14
479.09,0.079,479.09,41472,4.15
479.1,0.079,479.1,41571,4.16
479.11,0.079,479.11,41671,4.17
479.12,0.08,479.12,41770,4.18
479.13,0.08,479.13,41869,4.19
479.14,0.081,479.14,41969,4.2
479.15,0.081,479.15,42068,4.21
479.16,0.081,479.16,42167,4.22
479.17,0.082,479.17,42266,4.23
479.18,0.082,479.18,42366,4.24
479.19,0.082,479.19,42465,4.25
479.2,0.083,479.2,42564,4.26
479.21,0.083,479.21,42663,4.27
479.22,0.084,479.22,42763,4.28
479.23,0.084,479.23,42862,4.29
479.24,0.084,479.24,42961,4.3
479.25,0.085,479.25,43061,4.31
479.26,0.085,479.26,43160,4.32
479.27,0.086,479.27,43259,4.33
479.28,0.086,479.28,43358,4.34
479.29,0.086,479.29,43458,4.35
479.3,0.087,479.3,43557,4.36
479.31,0.087,479.31,43656,4.37
479.32,0.088,479.32,43755,4.38
479.33,0.088,479.33,43855,4.39
479.34,0.088,479.34,43954,4.4
479.35,0.089,479.35,44053,4.41
479.36,0.089,479.36,44153,4.42
479.37,0.09,479.37,44252,4.43
479.38,0.09,479.38,44351,4.44
479.39,0.09,479.39,44450,4.45
479.4,0.091,479.4,44550,4.45
479.41,0.091,479.41,44649,4.46
479.42,0.092,479.42,44748,4.47
479.43,0.092,479.43,44847,4.48
479.44,0.092,479.44,44947,4.49
479.45,0.093,479.45,45046,4.5
479.46,0.093,479.46,45145,4.51
479.47,0.094,479.47,45245,4.52
479.48,0.094,479.48,45344,4.53
479.49,0.095,479.49,45443,4.54
479.5,0.095,479.5,45542,4.55
479.51,0.095,479.51,45642,4.56
479.52,0.096,479.52,45741,4.57
479.53,0.096,479.53,45840,4.58
479.54,0.097,479.54,45939,4.59
479.55,0.097,479.55,46039,4.6
479.56,0.097,479.56,46138,4.61
479.57,0.098,479.57,46237,4.62
479.58,0.098,479.58,46337,4.63
479.59,0.099,479.59,46436,4.64
479.6,0.099,479.6,46535,4.65
479.61,0.1,479.61,46634,4.66
479.62,0.1,479.62,46734,4.67
479.63,0.1,479.63,46833,4.68
479.64,0.101,479.64,46932,4.69
479.65,0.101,479.65,47031,4.7
479.66,0.102,479.66,47131,4.71
479.67,0.102,479.67,47230,4.72
479.68,0.103,479.68,47329,4.73
479.69,0.103,479.69,47429,4.74
479.7,0.103,479.7,47528,4.75
479.71,0.104,479.71,47627,4.76
479.72,0.104,479.72,47726,4.77
479.73,0.105,479.73,47826,4.78
479.74,0.105,479.74,47925,4.79
479.75,0.106,479.75,48024,4.8
479.76,0.106,479.76,48123,4.81
479.77,0.107,479.77,48223,4.82
479.78,0.107,479.78,48322,4.83
479.79,0.107,479.79,48421,4.84
479.8,0.108,479.8,48521,4.85
479.81,0.108,479.81,48620,4.86
479.82,0.109,479.82,48719,4.87
479.83,0.109,479.83,48818,4.88
479.84,0.11,479.84,48918,4.89
479.85,0.11,479.85,49017,4.9
479.86,0.111,479.86,49116,4.91
479.87,0.111,479.87,49215,4.92
479.88,0.111,479.88,49315,4.93
479.89,0.112,479.89,49414,4.94
479.9,0.112,479.9,49513,4.95
479.91,0.113,479.91,49613,4.96
479.92,0.113,479.92,49712,4.97
479.93,0.114,479.93,49811,4.98
479.94,0.114,479.94,49910,4.99
479.95,0.115,479.95,50010,5
479.96,0.115,479.96,50109,5.01
479.97,0.116,479.97,50208,5.02
479.98,0.116,479.98,50307,5.03
479.99,0.116,479.99,50407,5.04
480,0.117,480,50506,5.05
480.01,0.117,480.01,50594,5.06
480.02,0.118,480.02,50682,5.07
480.03,0.118,480.03,50770,5.08
480.04,0.119,480.04,50858,5.09
480.05,0.119,480.05,50945,5.09
480.06,0.12,480.06,51033,5.1
480.07,0.12,480.07,51121,5.11
480.08,0.121,480.08,51209,5.12
480.09,0.121,480.09,51297,5.13
480.1,0.122,480.1,51385,5.14
480.11,0.122,480.11,51473,5.15
480.12,0.123,480.12,51561,5.16
480.13,0.123,480.13,51649,5.16
480.14,0.124,480.14,51737,5.17
480.15,0.124,480.15,51824,5.18
480.16,0.124,480.16,51912,5.19
480.17,0.125,480.17,52000,5.2
480.18,0.125,480.18,52088,5.21
480.19,0.126,480.19,52176,5.22
480.2,0.126,480.2,52264,5.23
480.21,0.127,480.21,52352,5.24
480.22,0.127,480.22,52440,5.24
480.23,0.128,480.23,52528,5.25
480.24,0.128,480.24,52616,5.26
480.25,0.129,480.25,52703,5.27
480.26,0.129,480.26,52791,5.28
480.27,0.13,480.27,52879,5.29
480.28,0.13,480.28,52967,5.3
480.29,0.131,480.29,53055,5.31
480.3,0.131,480.3,53143,5.31
480.31,0.132,480.31,53231,5.32
480.32,0.132,480.32,53319,5.33
480.33,0.133,480.33,53407,5.34
480.34,0.133,480.34,53494,5.35
480.35,0.134,480.35,53582,5.36
480.36,0.134,480.36,53670,5.37
480.37,0.135,480.37,53758,5.38
480.38,0.135,480.38,53846,5.38
480.39,0.136,480.39,53934,5.39
480.4,0.136,480.4,54022,5.4
480.41,0.137,480.41,54110,5.41
480.42,0.137,480.42,54198,5.42
480.43,0.138,480.43,54286,5.43
480.44,0.138,480.44,54373,5.44
480.45,0.139,480.45,54461,5.45
480.46,0.139,480.46,54549,5.45
480.47,0.14,480.47,54637,5.46
480.48,0.14,480.48,54725,5.47
480.49,0.141,480.49,54813,5.48
480.5,0.141,480.5,54901,5.49
480.51,0.142,480.51,54989,5.5
480.52,0.142,480.52,55077,5.51
480.53,0.143,480.53,55165,5.52
480.54,0.143,480.54,55252,5.53
480.55,0.144,480.55,55340,5.53
480.56,0.144,480.56,55428,5.54
480.57,0.145,480.57,55516,5.55
480.58,0.145,480.58,55604,5.56
480.59,0.146,480.59,55692,5.57
480.6,0.146,480.6,55780,5.58
480.61,0.147,480.61,55868,5.59
480.62,0.147,480.62,55956,5.6
480.63,0.148,480.63,56043,5.6
480.64,0.149,480.64,56131,5.61
480.65,0.149,480.65,56219,5.62
480.66,0.15,480.66,56307,5.63
480.67,0.15,480.67,56395,5.64
480.68,0.151,480.68,56483,5.65
480.69,0.151,480.69,56571,5.66
480.7,0.152,480.7,56659,5.67
480.71,0.152,480.71,56747,5.67
480.72,0.153,480.72,56835,5.68
480.73,0.153,480.73,56922,5.69
480.74,0.154,480.74,57010,5.7
480.75,0.154,480.75,57098,5.71
480.76,0.155,480.76,57186,5.72
480.77,0.155,480.77,57274,5.73
480.78,0.156,480.78,57362,5.74
480.79,0.156,480.79,57450,5.74
480.8,0.157,480.8,57538,5.75
480.81,0.158,480.81,57626,5.76
480.82,0.158,480.82,57714,5.77
480.83,0.159,480.83,57801,5.78
480.84,0.159,480.84,57889,5.79
480.85,0.16,480.85,57977,5.8
480.86,0.16,480.86,58065,5.81
480.87,0.161,480.87,58153,5.82
480.88,0.161,480.88,58241,5.82
480.89,0.162,480.89,58329,5.83
480.9,0.162,480.9,58417,5.84
480.91,0.163,480.91,58505,5.85
480.92,0.164,480.92,58592,5.86
480.93,0.164,480.93,58680,5.87
480.94,0.165,480.94,58768,5.88
480.95,0.165,480.95,58856,5.89
480.96,0.166,480.96,58944,5.89
480.97,0.166,480.97,59032,5.9
480.98,0.167,480.98,59120,5.91
480.99,0.167,480.99,59208,5.92
481,0.168,481,59296,5.93
481.01,0.169,481.01,59384,5.94
481.02,0.169,481.02,59471,5.95
481.03,0.17,481.03,59559,5.96
481.04,0.17,481.04,59647,5.96
481.05,0.171,481.05,59735,5.97
481.06,0.171,481.06,59823,5.98
481.07,0.172,481.07,59911,5.99
481.08,0.172,481.08,59999,6
481.09,0.173,481.09,60087,6.01
481.1,0.174,481.1,60175,6.02
481.11,0.174,481.11,60263,6.03
481.12,0.175,481.12,60350,6.04
481.13,0.175,481.13,60438,6.04
481.14,0.176,481.14,60526,6.05
481.15,0.176,481.15,60614,6.06
481.16,0.177,481.16,60702,6.07
481.17,0.178,481.17,60790,6.08
481.18,0.178,481.18,60878,6.09
481.19,0.179,481.19,60966,6.1
481.2,0.179,481.2,61054,6.11
481.21,0.18,481.21,61141,6.11
481.22,0.18,481.22,61229,6.12
481.23,0.181,481.23,61317,6.13
481.24,0.182,481.24,61405,6.14
481.25,0.182,481.25,61493,6.15
481.26,0.183,481.26,61581,6.16
481.27,0.183,481.27,61669,6.17
481.28,0.184,481.28,61757,6.18
481.29,0.185,481.29,61845,6.18
481.3,0.185,481.3,61933,6.19
481.31,0.186,481.31,62020,6.2
481.32,0.186,481.32,62108,6.21
481.33,0.187,481.33,62196,6.22
481.34,0.188,481.34,62284,6.23
481.35,0.188,481.35,62372,6.24
481.36,0.189,481.36,62460,6.25
481.37,0.189,481.37,62548,6.25
481.38,0.19,481.38,62636,6.26
481.39,0.19,481.39,62724,6.27
481.4,0.191,481.4,,6.28
481.41,0.192,481.41,62899,6.29
481.42,0.192,481.42,62987,6.3
481.43,0.193,481.43,,6.31
481.44,0.193,481.44,63163,6.32
481.45,0.194,481.45,63251,6.33
481.46,0.195,481.46,63339,6.33
481.47,0.195,481.47,63427,6.34
481.48,0.196,481.48,63515,6.35
481.49,0.196,481.49,63603,6.36
481.5,0.197,481.5,63690,6.37
481.51,0.198,481.51,63778,6.38
481.52,0.198,481.52,63866,6.39
481.53,0.199,481.53,63954,6.4
481.54,0.2,481.54,64042,6.4
481.55,0.2,481.55,64130,6.41
481.56,0.201,481.56,64218,6.42
481.57,0.201,481.57,64306,6.43
481.58,0.202,481.58,64394,6.44
481.59,0.203,481.59,64482,6.45
481.6,0.203,481.6,64569,6.46
481.61,0.204,481.61,64657,6.47
481.62,0.204,481.62,64745,6.47
481.63,0.205,481.63,64833,6.48
481.64,0.206,481.64,64921,6.49
481.65,0.206,481.65,65009,6.5
481.66,0.207,481.66,65097,6.51
481.67,0.208,481.67,65185,6.52
481.68,0.208,481.68,65273,6.53
481.69,0.209,481.69,65361,6.54
481.7,0.209,481.7,65448,6.54
481.71,0.21,481.71,65536,6.55
481.72,0.211,481.72,65624,6.56
481.73,0.211,481.73,65712,6.57
481.74,0.212,481.74,65800,6.58
481.75,0.213,481.75,65888,6.59
481.76,0.213,481.76,65976,6.6
481.77,0.214,481.77,66064,6.61
481.78,0.214,481.78,66152,6.62
481.79,0.215,481.79,66239,6.62
481.8,0.216,481.8,66327,6.63
481.81,0.216,481.81,66415,6.64
481.82,0.217,481.82,66503,6.65
481.83,0.218,481.83,66591,6.66
481.84,0.218,481.84,66679,6.67
481.85,0.219,481.85,66767,6.68
481.86,0.22,481.86,66855,6.69
481.87,0.22,481.87,66943,6.69
481.88,0.221,481.88,67031,6.7
481.89,0.221,481.89,67118,6.71
481.9,0.222,481.9,67206,6.72
481.91,0.223,481.91,67294,6.73
481.92,0.223,481.92,67382,6.74
481.93,0.224,481.93,67470,6.75
481.94,0.225,481.94,67558,6.76
481.95,0.225,481.95,67646,6.76
481.96,0.226,481.96,67734,6.77
481.97,0.227,481.97,67822,6.78
481.98,0.227,481.98,67910,6.79
481.99,0.228,481.99,67997,6.8
482,0.229,482,68085,6.81
482.01,0.229,482.01,68173,6.82
482.02,0.23,482.02,68261,6.83
482.03,0.231,482.03,68349,6.83
482.04,0.231,482.04,68437,6.84
482.05,0.232,482.05,68525,6.85
482.06,0.233,482.06,68613,6.86
482.07,0.233,482.07,68701,6.87
482.08,0.234,482.08,68788,6.88
482.09,0.235,482.09,68876,6.89
482.1,0.235,482.1,68964,6.9
482.11,0.236,482.11,69052,6.91
482.12,0.237,482.12,69140,6.91
482.13,0.237,482.13,69228,6.92
482.14,0.238,482.14,69316,6.93
482.15,0.239,482.15,69404,6.94
482.16,0.239,482.16,69492,6.95
482.17,0.24,482.17,69580,6.96
482.18,0.241,482.18,69667,6.97
482.19,0.241,482.19,69755,6.98
482.2,0.242,482.2,69843,6.98
482.21,0.243,482.21,69931,6.99
482.22,0.243,482.22,70019,7
482.23,0.244,482.23,70107,7.01
482.24,0.245,482.24,70195,7.02
482.25,0.245,482.25,70283,7.03
482.26,0.246,482.26,70371,7.04
482.27,0.247,482.27,70459,7.05
482.28,0.247,482.28,70546,7.05
482.29,0.248,482.29,70634,7.06
482.3,0.249,482.3,70722,7.07
482.31,0.249,482.31,70810,7.08
482.32,0.25,482.32,70898,7.09
482.33,0.251,482.33,70986,7.1
482.34,0.251,482.34,71074,7.11
482.35,0.252,482.35,71162,7.12
482.36,0.253,482.36,71250,7.12
482.37,0.254,482.37,71337,7.13
482.38,0.254,482.38,71425,7.14
482.39,0.255,482.39,71513,7.15
482.4,0.256,482.4,71601,7.16
482.41,0.256,482.41,71689,7.17
482.42,0.257,482.42,71777,7.18
482.43,0.258,482.43,71865,7.19
482.44,0.258,482.44,71953,7.2
482.45,0.259,482.45,72041,7.2
482.46,0.26,482.46,72129,7.21
482.47,0.26,482.47,72216,7.22
482.48,0.261,482.48,72304,7.23
482.49,0.262,482.49,72392,7.24
482.5,0.263,482.5,72480,7.25
482.51,0.263,482.51,72568,7.26
482.52,0.264,482.52,72656,7.27
482.53,0.265,482.53,72744,7.27
482.54,0.265,482.54,72832,7.28
482.55,0.266,482.55,72920,7.29
482.56,0.267,482.56,73007,7.3
482.57,0.268,482.57,73095,7.31
482.58,0.268,482.58,73183,7.32
482.59,0.269,482.59,73271,7.33
482.6,0.27,482.6,73359,7.34
482.61,0.27,482.61,73447,7.34
482.62,0.271,482.62,73535,7.35
482.63,0.272,482.63,73623,7.36
482.64,0.273,482.64,73711,7.37
482.65,0.273,482.65,73799,7.38
482.66,0.274,482.66,73886,7.39
482.67,0.275,482.67,73974,7.4
482.68,0.275,482.68,74062,7.41
482.69,0.276,482.69,74150,7.42
482.7,0.277,482.7,74238,7.42
482.71,0.278,482.71,74326,7.43
482.72,0.278,482.72,74414,7.44
482.73,0.279,482.73,74502,7.45
482.74,0.28,482.74,74590,7.46
482.75,0.28,482.75,74678,7.47
482.76,0.281,482.76,74765,7.48
482.77,0.282,482.77,74853,7.49
482.78,0.283,482.78,74941,7.49
482.79,0.283,482.79,75029,7.5
482.8,0.284,482.8,75117,7.51
482.81,0.285,482.81,75205,7.52
482.82,0.286,482.82,75293,7.53
482.83,0.286,482.83,75381,7.54
482.84,0.287,482.84,75469,7.55
482.85,0.288,482.85,75556,7.56
482.86,0.289,482.86,75644,7.56
482.87,0.289,482.87,75732,7.57
482.88,0.29,482.88,75820,7.58
482.89,0.291,482.89,75908,7.59
482.9,0.291,482.9,75996,7.6
482.91,0.292,482.91,76084,7.61
482.92,0.293,482.92,76172,7.62
482.93,0.294,482.93,76260,7.63
482.94,0.294,482.94,76348,7.63
482.95,0.295,482.95,76435,7.64
482.96,0.296,482.96,76523,7.65
482.97,0.297,482.97,76611,7.66
482.98,0.297,482.98,76699,7.67
482.99,0.298,482.99,76787,7.68
483,0.299,483,76875,7.69
483.01,0.3,483.01,76963,7.7
483.02,0.3,483.02,77051,7.71
483.03,0.301,483.03,77139,7.71
483.04,0.302,483.04,77227,7.72
483.05,0.303,483.05,77314,7.73
483.06,0.303,483.06,77402,7.74
483.07,0.304,483.07,77490,7.75
483.08,0.305,483.08,77578,7.76
483.09,0.306,483.09,77666,7.77
483.1,0.307,483.1,77754,7.78
483.11,0.307,483.11,77842,7.78
483.12,0.308,483.12,77930,7.79
483.13,0.309,483.13,78018,7.8
483.14,0.31,483.14,78105,7.81
483.15,0.31,483.15,78193,7.82
483.16,0.311,483.16,78281,7.83
483.17,0.312,483.17,78369,7.84
483.18,0.313,483.18,78457,7.85
483.19,0.313,483.19,78545,7.85
483.2,0.314,483.2,78633,7.86
483.21,0.315,483.21,78721,7.87
483.22,0.316,483.22,78809,7.88
483.23,0.317,483.23,78897,7.89
483.24,0.317,483.24,,7.90
483.25,0.318,483.25,,7.91
483.26,0.319,483.26,,7.92
483.27,0.32,483.27,,7.93
483.28,0.32,483.28,,7.94
483.29,0.321,483.29,,7.94
483.3,0.322,483.3,,7.95
483.31,0.323,483.31,,7.96
483.32,0.324,483.32,,7.97
483.33,0.324,483.33,,7.98
483.34,0.325,483.34,79863,7.99
483.35,0.326,483.35,79951,8
483.36,0.327,483.36,80039,8
483.37,0.327,483.37,80127,8.01
483.38,0.328,483.38,80215,8.02
483.39,0.329,483.39,80303,8.03
483.4,0.33,483.4,80391,8.04
483.41,0.331,483.41,80479,8.05
483.42,0.331,483.42,80567,8.06
483.43,0.332,483.43,80654,8.07
483.44,0.333,483.44,80742,8.07
483.45,0.334,483.45,80830,8.08
483.46,0.335,483.46,80918,8.09
483.47,0.335,483.47,81006,8.1
483.48,0.336,483.48,81094,8.11
483.49,0.337,483.49,81182,8.12
483.5,0.338,483.5,81270,8.13
483.51,0.339,483.51,81358,8.14
483.52,0.339,483.52,81446,8.14
483.53,0.34,483.53,81533,8.15
483.54,0.341,483.54,81621,8.16
483.55,0.342,483.55,81709,8.17
483.56,0.343,483.56,81797,8.18
483.57,0.343,483.57,81885,8.19
483.58,0.344,483.58,81973,8.2
483.59,0.345,483.59,82061,8.21
483.6,0.346,483.6,82149,8.21
483.61,0.347,483.61,82237,8.22
483.62,0.347,483.62,82325,8.23
483.63,0.348,483.63,82412,8.24
483.64,0.349,483.64,82500,8.25
483.65,0.35,483.65,82588,8.26
483.66,0.351,483.66,82676,8.27
483.67,0.352,483.67,82764,8.28
483.68,0.352,483.68,82852,8.29
483.69,0.353,483.69,82940,8.29
483.7,0.354,483.7,83028,8.3
483.71,0.355,483.71,83116,8.31
483.72,0.356,483.72,83203,8.32
483.73,0.357,483.73,83291,8.33
483.74,0.357,483.74,83379,8.34
483.75,0.358,483.75,83467,8.35
483.76,0.359,483.76,83555,8.36
483.77,0.36,483.77,83643,8.36
483.78,0.361,483.78,83731,8.37
483.79,0.361,483.79,83819,8.38
483.8,0.362,483.8,83907,8.39
483.81,0.363,483.81,83995,8.4
483.82,0.364,483.82,84082,8.41
483.83,0.365,483.83,84170,8.42
483.84,0.366,483.84,84258,8.43
483.85,0.366,483.85,84346,8.43
483.86,0.367,483.86,84434,8.44
483.87,0.368,483.87,84522,8.45
483.88,0.369,483.88,84610,8.46
483.89,0.37,483.89,84698,8.47
483.9,0.371,483.9,84786,8.48
483.91,0.372,483.91,84873,8.49
483.92,0.372,483.92,84961,8.5
483.93,0.373,483.93,85049,8.5
483.94,0.374,483.94,85137,8.51
483.95,0.375,483.95,85225,8.52
483.96,0.376,483.96,85313,8.53
483.97,0.377,483.97,85401,8.54
483.98,0.377,483.98,85489,8.55
483.99,0.378,483.99,85577,8.56
484,0.379,484,85665,8.57
484.01,0.38,484.01,85752,8.58
484.02,0.381,484.02,85840,8.58
484.03,0.382,484.03,85928,8.59
484.04,0.383,484.04,86016,8.6
484.05,0.383,484.05,86104,8.61
484.06,0.384,484.06,86192,8.62
484.07,0.385,484.07,86280,8.63
484.08,0.386,484.08,86368,8.64
484.09,0.387,484.09,86456,8.65
484.1,0.388,484.1,86544,8.65
484.11,0.389,484.11,86631,8.66
484.12,0.389,484.12,86719,8.67
484.13,0.39,484.13,86807,8.68
484.14,0.391,484.14,86895,8.69
484.15,0.392,484.15,86983,8.7
484.16,0.393,484.16,87071,8.71
484.17,0.394,484.17,87159,8.72
484.18,0.395,484.18,87247,8.72
484.19,0.395,484.19,87335,8.73
484.2,0.396,484.2,87422,8.74
484.21,0.397,484.21,87510,8.75
484.22,0.398,484.22,87598,8.76
484.23,0.399,484.23,87686,8.77
484.24,0.4,484.24,87774,8.78
484.25,0.401,484.25,87862,8.79
484.26,0.402,484.26,87950,8.79
484.27,0.402,484.27,88038,8.8
484.28,0.403,484.28,88126,8.81
484.29,0.404,484.29,88214,8.82
484.3,0.405,484.3,88301,8.83
484.31,0.406,484.31,88389,8.84
484.32,0.407,484.32,88477,8.85
484.33,0.408,484.33,88565,8.86
484.34,0.409,484.34,88653,8.87
484.35,0.41,484.35,88741,8.87
484.36,0.41,484.36,88829,8.88
484.37,0.411,484.37,88917,8.89
484.38,0.412,484.38,89005,8.9
484.39,0.413,484.39,89093,8.91
484.4,0.414,484.4,89180,8.92
484.41,0.415,484.41,89268,8.93
484.42,0.416,484.42,89356,8.94
484.43,0.417,484.43,89444,8.94
484.44,0.418,484.44,89532,8.95
484.45,0.418,484.45,89620,8.96
484.46,0.419,484.46,89708,8.97
484.47,0.42,484.47,89796,8.98
484.48,0.421,484.48,89884,8.99
484.49,0.422,484.49,89971,9
484.5,0.423,484.5,90059,9.01
484.51,0.424,484.51,90147,9.01
484.52,0.425,484.52,90235,9.02
484.53,0.426,484.53,90323,9.03
484.54,0.427,484.54,90411,9.04
484.55,0.427,484.55,90499,9.05
484.56,0.428,484.56,90587,9.06
484.57,0.429,484.57,90675,9.07
484.58,0.43,484.58,90763,9.08
484.59,0.431,484.59,90850,9.09
484.6,0.432,484.6,90938,9.09
484.61,0.433,484.61,91026,9.1
484.62,0.434,484.62,91114,9.11
484.63,0.435,484.63,91202,9.12
484.64,0.436,484.64,91290,9.13
484.65,0.437,484.65,91378,9.14
484.66,0.437,484.66,91466,9.15
484.67,0.438,484.67,91554,9.16
484.68,0.439,484.68,91642,9.16
484.69,0.44,484.69,91729,9.17
484.7,0.441,484.7,91817,9.18
484.71,0.442,484.71,91905,9.19
484.72,0.443,484.72,91993,9.2
484.73,0.444,484.73,92081,9.21
484.74,0.445,484.74,92169,9.22
484.75,0.446,484.75,92257,9.23
484.76,0.447,484.76,92345,9.23
484.77,0.448,484.77,92433,9.24
484.78,0.449,484.78,92520,9.25
484.79,0.449,484.79,92608,9.26
484.8,0.45,484.8,92696,9.27
484.81,0.451,484.81,92784,9.28
484.82,0.452,484.82,92872,9.29
484.83,0.453,484.83,92960,9.3
484.84,0.454,484.84,93048,9.3
484.85,0.455,484.85,93136,9.31
484.86,0.456,484.86,93224,9.32
484.87,0.457,484.87,93312,9.33
484.88,0.458,484.88,93399,9.34
484.89,0.459,484.89,93487,9.35
484.9,0.46,484.9,93575,9.36
484.91,0.461,484.91,93663,9.37
484.92,0.462,484.92,93751,9.38
484.93,0.463,484.93,93839,9.38
484.94,0.464,484.94,93927,9.39
484.95,0.465,484.95,94015,9.4
484.96,0.465,484.96,94103,9.41
484.97,0.466,484.97,94191,9.42
484.98,0.467,484.98,94278,9.43
484.99,0.468,484.99,94366,9.44
485,0.469,485,94454,9.45
485.01,0.47,485.01,94559,9.46
485.02,0.471,485.02,94663,9.47
485.03,0.472,485.03,94768,9.48
485.04,0.473,485.04,94872,9.49
485.05,0.474,485.05,94977,9.5
485.06,0.475,485.06,95081,9.51
485.07,0.476,485.07,95186,9.52
485.08,0.477,485.08,95290,9.53
485.09,0.478,485.09,95395,9.54
485.1,0.479,485.1,95500,9.55
485.11,0.48,485.11,95604,9.56
485.12,0.481,485.12,95709,9.57
485.13,0.482,485.13,95813,9.58
485.14,0.483,485.14,95918,9.59
485.15,0.484,485.15,96022,9.6
485.16,0.485,485.16,96127,9.61
485.17,0.486,485.17,96231,9.62
485.18,0.487,485.18,96336,9.63
