variable	Date	layer	mean_value	data_type
Temp	2009-03-26	0 m to bottom	3.04131590553789	mod
Temp	2009-03-27	0 m to bottom	3.11124511383276	mod
Temp	2009-03-28	0 m to bottom	3.21131351079625	mod
Temp	2009-03-29	0 m to bottom	3.29738172775898	mod
Temp	2009-03-30	0 m to bottom	3.39156409730264	mod
Temp	2009-03-31	0 m to bottom	3.47762229855085	mod
Temp	2009-04-01	0 m to bottom	3.57734852652733	mod
Temp	2009-04-02	0 m to bottom	3.70523737559074	mod
Temp	2009-04-03	0 m to bottom	3.86611510639436	mod
Temp	2009-04-04	0 m to bottom	4.03869826051054	mod
Temp	2009-04-05	0 m to bottom	4.19249722224915	mod
Temp	2009-04-06	0 m to bottom	4.33347003969942	mod
Temp	2009-04-07	0 m to bottom	4.48367006934576	mod
